Região,Área,Pagamento,Opinião,Renda,Idade
Baependinha,Computação e Matemática,Financiamento bancário,Muito satisfeito,1.13,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.19,29
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,2.09,29
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.05,26
Itamaracanã,Computação e Matemática,Financiamento bancário,Muito satisfeito,1,22
Paranapitanga,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,7.17,45
Aratibutantã,Computação e Matemática,Financiamento bancário,Indiferente,1.78,29
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.88,34
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,5.44,39
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.02,23
Baependinha,Computação e Matemática,Auxílio de familiares,Satisfeito,1.56,28
Baependinha,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.2,30
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.65,34
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.14,21
Baepend ,Engenharia e Produção,Recursos próprios,Indiferente,2.57,31
Aratibutantã,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,5.94,42
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.37,42
Aratibutantã,Engenharia e Produção,Recursos próprios,Indiferente,2.68,33
Baependinha,Jurídica e Contábil,Incentivos federais,Insatisfeito,2.82,38
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.09,28
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.17,23
Baependinha,Computação e Matemática,Bolsas de estudo,Indiferente,1.73,32
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisf ,2.67,32
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.5,27
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito in ,4.83,34
Baependinha,Engenharia e Produção, ,Satisfeito,1.49,28
Baepe ,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.15,27
Paranapitanga,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,11.19,45
Baependinha,Jurídica e Contábil,Recursos próprios,Indiferente,2.05,36
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.48,26
Baependinha,Computação e Matemática,Financiamento bancário,Indiferente,1.77,37
Jaquereçaba,Engenharia e Produção,Recursos próprios,Insatisfeito,3.22,34
Aratibutantã,Engenharia e Produção,Auxílio de familiares,Indiferente,1.51,34
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,1.31,33
Baependinha,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.52,29
Aratibutantã,Administração,Bolsas de estudo,Indiferente,2.12,30
Baependinha,Jurídica e Contábil,Incentivos federais,Indiferente,1.53,34
Itamaracanã,Engenharia e Produção,Financiamento bancário, ,1.12,27
Baependinha,Jurídica e Contábil,Bolsas de estudo,Indifer ,1.98,26
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,2.36,39
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,6.81,36
Baependinha,Administração,Financiamento bancário,Satisfeito,2.77,35
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,1.68,27
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,2.36,31
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.39,28
Baependinha,Jurídica e Contábil,Recursos próprios,Indiferente,2.34,34
Aratibutantã,Engenharia e Produção,Auxílio de familiares,Indiferente,2.99,34
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,1.25,30
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,4.09,41
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.62,34
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,1.21,31
Itamaracanã,Engenharia e Produção,Bolsas de estudo,Muito satisfeito,1.4,28
Baependinha,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,3.58,35
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.57,25
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.89,30
Aratibutantã,Juríd ,Auxílio de familiares,Insatisfeito,3.12,35
Baependinha,Jurídica e Contábil,Finan ,Insatisfeito,2.46,38
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Insatis ,3.22,37
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.25,32
Aratibutantã,Jurídica e Contábil,Incentivos federais,Muito in ,3.99,33
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.51,37
Aratibutantã,Engenharia e Produção,Incentivos federais,Indiferente,3.14,33
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.23,27
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.89,46
Baependinha,Computação e Matemática,Financiamento bancário,Muito satisfeito,1.38,26
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.12,37
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.79,29
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.4,30
Jaquere ,Jurídica e Contábil,Incentivos federais,Insatisfeito,5.28,36
Aratibutantã,Humanidades,Incentivos federais,Indiferente,3.54,32
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.01,21
Aratibutantã,Engenharia e Produção,Recursos próprios,Muito satisfeito,1.42,29
Baependinha,Administração,Financiamento bancário,Satisfeito,1.96,36
Baependinha,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,3.63,38
Aratibutantã,Administração,Financiamento bancário,Indiferente,3.2,35
Baependinha,Computação e Matemática,Financiamento bancário,Muito satisfeito,1.62,31
Baependinha,Administração,Financiamento bancário,Satisfeito,1.63,30
Baependinha,Administração,Bolsas de estudo,Satisfeito,2.12,33
Baependinha,Engenharia e Produção,Incentivos federais,Satisfeito,1.74,38
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.33,30
Baependinha,Humanidades,Recursos próprios,Satisfeito,2.15,34
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.02,23
Jaquereçaba,Engenharia e Produção,Incentivos federais,Muito insatisfeito,4.3,40
Baependinha,Engenharia e Produção,Bolsas de estudo,Indiferente,2.14,34
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,1.59,32
Baependinha,Humanidades,Bolsas de estudo,Satisfeito,2.26,37
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.68,26
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.1,30
Jaquereçaba,Computação e Matemática,Recursos próprios,Insatisfeito,2.31,32
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.25,30
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,3.26,34
Baependinha,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.7,35
Baependinha,Computação e Matemática,Incentivos federais,Insatisfeito,2.52,36
Baependinha,Engenharia e Produção,Incentivos federais,Indiferente,2.57,37
Jaquereçaba,Engenharia e Produção,Incentivos federais,Indiferente,2.07,27
Baependinha,Engenharia e Produção,Financiamento bancário, ,1.79,27
Baependinha,Administração,Financiamento bancário,Satisfeito,1.66,26
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfe ,3.86,34
Aratibutantã,Engenharia e Produção,Incentivos federais,Indiferente,2.62,29
Itamaracanã,Admin ,Financiamento bancário,Muito satisfeito,1.07,30
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.06,25
Baependinha,Jurídica e Contábil,Incentivos federais,Indiferente,2.43,37
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.37,34
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.25,38
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.38,28
Jaquereçaba,Engenharia e Produção,Incentivos federais,Insatis ,4.32,43
Baependinha,Engenharia e Produção,Incentivos federais,Insatisfeito,1.79,32
Aratibutantã,Administração,Financiamento bancário,Satisfeito,1.7,28
Baependinha,Computação e Matemática,Auxílio de familiares,Satisfeito,1.46,26
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.25,30
Aratibutantã,Jurídica e Contábil,Incentivos federais, ,2.86,32
Itamaracanã,Computação e Matemática,Recursos próprios,Indiferente,1.32,37
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.01,21
Aratibutantã,Humanidades,Financiamento bancário,Satisfeito,1.61,33
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.14,26
Baependinha,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.78,37
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,4.22,38
Baependinha,Humanidades,Financiamento bancário,Indiferente,1.85,35
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.11,27
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.34,35
Paranapitanga,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,5.09,34
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.63,32
Jaquereçaba,Engenharia e Produção,Recursos próprios,Insatisfeito,3.14,34
Baependinha,Humanidades,Financiamento bancário,Muito satisfeito,1.65,29
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.34,31
Baependinha,Computação e Matemática,Recursos próprios,Satisfeito,1.64,33
Baependinha,Engenharia e Produção,Auxílio de familiares,Satisfeito,1.35,25
Baependinha,Jurídica e Contábil,Bolsas de estudo,Insatisfeito,2.31,38
Baependinha,Administração,Recursos próprios,Muito s ,1.44,37
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.12,27
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.81,28
Baependinha,Jurídica e Contábil,Incentivos federais,Indiferente,1.48,33
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.63,28
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.13,31
Baependinha,Jurídica e Contábil,Recursos próprios,Indiferente,1.82,32
Baependinha,Engenharia e Produção,Incentivos federais,Satisfeito,2.82,37
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.01,27
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.13,27
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.05,21
Aratibutantã,Humanidades,Recursos próprios,Satisfeito,3.26,32
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,3.04,38
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.21,25
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Insatisfeito,3.34,36
Baependinha,Engenharia e Produção,Recursos próprios,Indiferente,1.77,36
Jaquereçaba,Engenharia e Produção,Incentivos federais,Muito insatisfeito,3.06,38
Jaquereç ,Jurídica e Contábil,Incentivos federais,Indiferente,2.48,33
Baependinha,Engenharia e Produção,Incentivos federais,Indiferente,1.78,26
Aratibutantã,Engenharia e Produção,Incentivos federais,Indiferente,1.98,36
Baependinha,Computação e Matemática,Incentivos federais,Indiferente,2.14,32
Baependinha,Engenharia e Produção,Financiamento bancário,Indiferente,2.23,36
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.13,27
Paranapitanga,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,5.98,38
Baependinha,Jurídica e Contábil,Auxílio de familiares,Satisfeito,1.96,38
Baependinha,Administração,Financiamento bancário,Satisfeito,1.84,33
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,3.77,37
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.6,32
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.91,33
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1,24
Paranapitanga,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,5.5,43
Baependinha,Jurídica e Contábil,Incentivos federais,Indiferente,3.5,33
Baependinha,Engenharia e Produção,Financiamento bancário,Indiferente,1.45,30
Baependinha,Humanidades,Financiamento bancário,Satisfeito,1.86,29
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.05,23
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,2.49,37
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,6.08,38
Baependinha,Administração,Financiamento bancário,Satisfeito,1.51,34
Paranapitanga,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.77,41
Baependinha,Jurídica e Contábil,Auxílio de familiares,Indiferente,2.23,35
Baependinha,Educacional,Financiamento bancário,Satisfeito,1.22,33
Aratibutantã,Jurídica e Contábil,Incentivos federais,Indiferente,2.7,32
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.32,45
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,4.54,39
Baepend ,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.69,34
Baependinha,Jurídica e Contábil,Incentivos federais,Indiferente,1.71,33
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.65,42
Baependinha,Computação e Matemática,Financiamento bancário,Satisfeito,2.02,30
Baependinha,Computação e Matemática,Financ ,Satisfeito,1.5,30
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.04,27
Jaquereçaba,Engenharia e Produção,Recursos próprios,Indiferente,2.91,36
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,3.5,39
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.33,31
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,1.54,32
Itamaracanã,Engenharia e Produção,Recursos próprios,Muito satisfeito,1.27,30
Baependinha,Engenharia e Produção,Bolsas de estudo,Indiferente,2.09,34
Baependinha,Engenharia e Produção,Incentivos federais,Insatisfeito,3,35
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.09,29
Aratibutantã,Jurídica e Contábil,Bolsas de estudo,Insatisfeito,3.43,34
Aratibutantã,Jurídica e Contábil,Bolsas de estudo,Indiferente,1.98,33
Baependinha,Humanidades,Auxílio de familiares,Satisfeito,2.21,31
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,4.11,38
Itamaracanã,Computação e Matemática,Financiamento bancário,Muito satisfeito,1.31,28
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.14,31
Baependinha,Admini ,Recursos próprios,Satisfeito,1.53,28
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.23,32
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.28,35
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.97,37
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.01,18
Jaquereçaba,Engenharia e Produção,Incentivos federais,Insatisfeito,3.24,33
Aratibutantã,Administração,Financiamento bancário,Satisfeito,1.85,30
Jaquereçaba,Engenharia e Produção,Incentivos federais,Insatisfeito,3.45,30
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,1.57,33
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,2.25,32
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.26,28
Baependinha,Engenharia e Produção,Financi ,Indiferente,1.56,36
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.02,25
Aratibutantã,Jurídica e Contábil,Incentivos federais,Indiferente,3.08,36
Aratibutantã,Jurídica e Contábil,Incentivos federais,Indiferente,2.75,31
Aratibutantã,Engenharia e Produção,Incentivos federais,Insatisfeito,4.32,33
Aratibutantã,Jurídica e Contábil,Incentivos federais,Indiferente,2.95,35
Aratibutantã,Administração,Incentivos federais,Indiferente,2.75,34
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.2,35
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.02,21
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,1.43,33
Baependinha,Engenharia e Produção,Recursos próprios,Indifere ,1.45,31
Baependinha,Educacional,Recursos próprios,Satisfeito,1.53,31
Baependinha,Jurídica e Contábil,Bolsas de estudo,Insatisfeito,3.72,32
Itamaracanã,Administração,Financiamento bancário,Muito sa ,1.24,30
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,1.63,32
Baependinha,Computação e Matemática,Auxílio de familiares,Muito satisfeito,1.22,26
Aratibutantã,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,6.37,38
Jaquereçaba,Computação e Matemática,Incentivos federais,Muito insatisfeito,4.32,35
Aratibutantã,Engenharia e Produção,Incentivos federais,Insatisfeito,2.75,37
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.08,25
Baependinha,Administração,Auxíli ,Muito satisfeito,1.36,31
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,2.45,32
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.22,34
Baependinha,Computação e Matemática,Financiamento bancário,Satisfeito,2.42,32
Baependinha,Administração,Recursos próprios,Muito satisfeito,1.24,32
